1803,0,100,0,100,20,100,0,100,98,176,213,176,204,249,249,127,127,127,127,127,215,215,111,149,228,149,219,227,227,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,0,0,2
1803,0,100,0,100,20,100,0,100,98,176,213,176,204,249,249,127,127,127,127,127,215,215,111,149,228,149,219,227,227,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,5
1803,0,100,0,100,20,100,0,100,98,176,213,176,204,249,249,127,127,127,127,127,215,215,111,149,228,149,219,227,227,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,0
1803,0,100,0,100,20,100,0,100,98,176,213,176,204,249,249,127,127,127,127,127,215,215,111,149,228,149,219,227,227,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,7
1803,0,100,0,100,20,100,0,100,98,176,213,176,204,249,249,127,127,127,127,127,215,215,111,149,228,149,219,227,227,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,0
1803,0,100,0,100,20,100,0,100,98,176,213,176,204,249,249,127,127,127,127,127,215,215,111,149,228,149,219,227,227,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,8
1803,0,100,0,100,20,100,0,100,98,176,213,176,204,249,249,127,127,127,127,127,215,215,111,149,228,149,219,227,227,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,1
1803,0,100,0,100,20,100,0,100,98,176,213,176,204,249,249,127,127,127,127,127,215,215,111,149,228,149,219,227,227,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,1
1803,0,100,0,100,20,100,0,100,98,176,213,176,204,249,249,127,127,127,127,127,215,215,111,149,228,149,219,227,227,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,5
1803,0,100,0,100,20,100,0,100,98,176,213,176,204,249,249,127,127,127,127,127,215,215,111,149,228,149,219,227,227,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,6
1803,110,85,95,100,0,100,130,90,111,149,228,149,219,227,227,127,127,127,127,127,215,215,98,176,213,176,204,249,249,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,5
1803,110,85,95,100,0,100,130,90,111,149,228,149,219,227,227,127,127,127,127,127,215,215,98,176,213,176,204,249,249,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,7
1803,0,100,0,100,20,100,0,100,98,176,213,176,204,218,249,127,127,127,127,127,215,215,111,149,228,149,219,227,227,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,0
1803,0,100,0,100,20,100,0,100,98,176,213,176,204,249,249,127,127,127,127,127,215,215,111,149,228,149,219,227,227,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,5
1803,0,100,0,100,20,100,0,100,98,176,213,176,204,185,249,127,127,127,127,127,215,215,111,149,228,149,219,227,227,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,5
1803,0,100,0,100,20,100,0,100,98,176,213,176,204,185,249,127,127,127,127,127,215,215,111,149,228,149,219,227,227,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,3
1803,110,85,95,100,0,100,130,90,111,149,228,149,219,207,227,127,127,127,127,127,215,215,98,176,213,176,204,185,249,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,8
1803,110,85,95,100,0,100,130,90,111,149,228,149,219,227,227,127,127,127,127,127,215,215,98,176,213,176,204,185,249,240,139,193,139,209,229,229,155,194,194,194,194,274,274,188,219,140,164,196,240,240,0,0,0,0,0,100,100,0
1803,80,100,65,100,100,100,0,100,188,219,140,164,196,240,240,127,127,127,127,127,215,215,98,176,213,176,204,185,249,240,139,193,139,209,229,229,155,194,194,194,194,274,274,111,149,228,149,219,207,227,0,0,0,0,0,100,100,6
1803,80,100,65,100,100,100,0,100,188,219,140,164,196,240,240,127,127,127,127,127,215,215,98,176,213,176,204,185,249,240,139,193,139,209,229,229,155,194,194,194,194,274,274,111,149,228,149,219,207,227,0,0,0,0,0,100,100,2
1803,130,90,65,100,0,100,100,80,240,139,193,139,209,95,229,127,127,127,127,127,215,215,98,176,213,176,204,185,249,188,219,140,164,196,240,240,155,194,194,194,194,274,274,111,149,228,149,219,207,227,0,0,0,0,0,100,100,4
1803,130,90,65,100,0,100,100,80,240,139,193,139,209,229,229,127,127,127,127,127,215,215,98,176,213,176,204,185,249,188,219,140,164,196,240,240,155,194,194,194,194,274,274,111,149,228,149,219,207,227,0,0,0,0,0,100,100,3
1803,100,100,0,100,70,100,120,100,222,147,147,164,205,215,215,240,139,193,139,209,171,229,98,176,213,176,204,185,249,188,219,140,164,196,240,240,155,194,194,194,194,274,274,111,149,228,149,219,207,227,0,0,0,0,0,100,100,6
1803,100,100,0,100,70,100,120,100,222,147,147,164,205,215,215,240,139,193,139,209,171,229,98,176,213,176,204,185,249,188,219,140,164,196,240,240,155,194,194,194,194,274,274,111,149,228,149,219,207,227,0,0,0,0,0,100,100,8
1803,80,100,65,100,100,100,0,100,188,219,140,164,196,240,240,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,155,194,194,194,194,274,274,111,149,228,149,219,207,227,0,0,0,0,0,100,100,1
1803,80,100,65,100,100,100,0,100,188,219,140,164,196,240,240,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,155,194,194,194,194,274,274,111,149,228,149,219,207,227,0,0,0,0,0,100,100,7
1803,0,0,0,0,0,0,0,0,188,219,140,164,196,197,240,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,155,194,194,194,194,274,274,111,149,228,149,219,207,227,0,0,0,0,0,100,100,4
1803,80,100,65,100,100,100,0,100,188,219,140,164,196,173,240,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,155,194,194,194,194,274,274,111,149,228,149,219,207,227,0,0,0,0,0,100,100,1
1803,80,100,65,100,100,100,0,100,188,219,140,164,196,173,240,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,155,194,194,194,194,274,274,111,149,228,149,219,207,227,0,0,0,0,0,91,100,0
1803,80,100,65,100,100,100,0,100,188,219,140,164,196,21,240,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,155,194,194,194,194,274,274,111,149,228,149,219,207,227,0,0,0,0,0,91,100,3
1803,80,100,65,100,100,100,0,100,188,219,140,164,196,21,240,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,155,194,194,194,194,274,274,111,149,228,149,219,207,227,0,0,0,0,0,91,100,2
1803,80,100,65,100,100,100,0,100,188,219,140,164,196,21,240,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,155,194,194,194,194,274,274,111,149,228,149,219,207,227,0,0,0,0,0,91,100,7
1803,80,100,65,100,100,100,0,100,188,219,140,164,196,21,240,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,155,194,194,194,194,274,274,111,149,228,149,219,207,227,0,0,0,0,0,100,100,6
1803,0,100,0,85,80,100,90,100,155,194,194,194,194,274,274,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,188,219,140,164,196,21,240,111,149,228,149,219,207,227,0,0,0,0,0,100,100,8
1803,0,100,0,85,80,100,90,100,155,194,194,194,194,274,274,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,188,219,140,164,196,21,240,111,149,228,149,219,207,227,0,0,0,0,0,100,100,2
1803,110,85,95,100,0,100,130,90,111,149,228,149,219,97,227,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,188,219,140,164,196,21,240,155,194,194,194,194,274,274,0,0,0,0,0,100,100,7
1803,110,85,95,100,0,100,130,90,111,149,228,149,219,207,227,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,188,219,140,164,196,21,240,155,194,194,194,194,274,274,0,0,0,0,0,100,100,5
1803,80,100,65,100,100,100,0,100,188,219,140,164,196,21,240,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,111,149,228,149,219,97,227,155,194,194,194,194,274,274,0,0,0,0,0,100,100,3
1803,80,100,65,100,100,100,0,100,188,219,140,164,196,21,240,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,111,149,228,149,219,97,227,155,194,194,194,194,274,274,0,0,0,0,0,21,100,1
1803,0,0,0,0,0,0,0,0,188,219,140,164,196,0,240,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,111,149,228,149,219,97,227,155,194,194,194,194,274,274,0,0,0,0,0,21,100,8
1803,0,100,0,85,80,100,90,100,155,194,194,194,194,274,274,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,111,149,228,149,219,97,227,0,0,0,0,0,0,0,0,0,0,0,0,21,100,7
1803,0,100,0,85,80,100,90,100,155,194,194,194,194,274,274,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,111,149,228,149,219,97,227,0,0,0,0,0,0,0,0,0,0,0,0,76,100,0
1803,110,85,95,100,0,100,130,90,111,149,228,149,219,97,227,240,139,193,139,209,171,229,98,176,213,176,204,185,249,127,127,127,127,127,215,215,155,194,194,194,194,274,274,0,0,0,0,0,0,0,0,0,0,0,0,76,100,3
